ID,read,dir,region,taxon,kingdom,phylum,class,order,family,genus,species,rank,cut-off,confidence,referenceID,blast.score,blast.sim,blast.coverage
SRR9211236,4053,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211236,5947,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
SRR9211236,5991,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.9607800000000001,0.9607800000000001,50.0
SRR9211236,6519,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211236,6565,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
SRR9211236,7059,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
SRR9211236,7097,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211236,733,F,ITS2,Taphrina sp,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina_sp,species,0.984,0.6597,UDB05410213,0.98592,0.98592,70.0
SRR9211236,7334,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
SRR9211236,735,F,ITS2,Dothiora sp,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora,Dothiora_sp,species,0.987,0.5467,UDB05274089,1.0,1.0,101.0
SRR9211237,1027,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02901765,1.0,1.0,53.0
SRR9211237,10980,F,ITS2,Trechisporales sp,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Trechisporales_fam_Incertae_sedis,Trechisporales_gen_Incertae_sedis,Trechisporales_sp,species,0.7,0.9,UDB06367913,0.9868399999999999,0.9868399999999999,75.0
SRR9211237,114,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01658513,0.9647100000000001,0.9647100000000001,84.0
SRR9211237,11696,F,ITS2,Leccinum melaneum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_melaneum,species,0.983,0.4708,UDB019644,0.98936,0.98936,93.0
SRR9211237,12561,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,1.0,1.0,83.0
SRR9211237,12847,F,ITS2,Leccinum melaneum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_melaneum,species,0.983,0.4708,UDB019644,0.98936,0.98936,93.0
SRR9211237,130,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,1.0,1.0,70.0
SRR9211237,13649,F,ITS2,Leccinum subradicatum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_subradicatum,species,0.983,0.4708,KC552009,0.98551,0.98551,68.0
SRR9211237,147,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,1.0,1.0,83.0
SRR9211237,151,F,ITS2,Leccinum melaneum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_melaneum,species,0.983,0.4708,UDB019644,0.98936,0.98936,93.0
SRR9211237,16113,F,ITS2,Lactarius ciliatus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_ciliatus,species,0.976,0.5127,MH984935,0.98958,0.98958,95.0
SRR9211237,16223,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01658513,0.9647100000000001,0.9647100000000001,84.0
SRR9211237,17595,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,1.0,1.0,70.0
SRR9211237,17969,F,ITS2,Leccinum melaneum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_melaneum,species,0.983,0.4708,UDB019644,0.98936,0.98936,93.0
SRR9211237,1799,F,ITS2,Leccinum melaneum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_melaneum,species,0.983,0.4708,UDB019644,0.98936,0.98936,93.0
SRR9211237,251,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01648604,0.9764700000000001,0.9764700000000001,84.0
SRR9211237,2744,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB03008554,1.0,1.0,58.0
SRR9211237,296,F,ITS2,Lactarius ciliatus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_ciliatus,species,0.976,0.5127,MH984935,1.0,1.0,95.0
SRR9211237,3112,F,ITS2,Mucor piriformis,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_piriformis,species,0.936,0.4285,UDB04981699,1.0,1.0,74.0
SRR9211237,3153,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,0.97222,0.97222,71.0
SRR9211237,3172,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,0.97222,0.97222,71.0
SRR9211237,3186,F,ITS2,Hydnodontaceae sp,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Hydnodontaceae_gen_Incertae_sedis,Hydnodontaceae_sp,species,0.943,0.7741,UDB03485734,1.0,1.0,81.0
SRR9211237,3350,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,0.97222,0.97222,71.0
SRR9211237,3472,F,ITS2,Leccinum melaneum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_melaneum,species,0.983,0.4708,UDB019644,0.99419,0.99419,171.0
SRR9211237,3556,F,ITS2,Lactarius ciliatus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_ciliatus,species,0.976,0.5127,MH984935,0.99401,0.99401,166.0
SRR9211237,3582,F,ITS2,Leccinum melaneum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_melaneum,species,0.983,0.4708,UDB019644,1.0,1.0,171.0
SRR9211237,3601,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,0.97222,0.97222,71.0
SRR9211237,3907,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,0.97222,0.97222,71.0
SRR9211237,3926,F,ITS2,Leccinum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,unidentified,genus,0.952,0.3067,UDB019644,0.97872,0.97872,93.0
SRR9211237,4182,F,ITS2,Leccinum pseudoborneense,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_pseudoborneense,species,0.983,0.4708,MZ412903,0.98333,0.98333,59.0
SRR9211237,4993,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01658513,0.9647100000000001,0.9647100000000001,84.0
SRR9211237,5016,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02901765,0.9814799999999999,0.9814799999999999,53.0
SRR9211237,5382,F,ITS2,Helotiaceae sp,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helotiaceae_gen_Incertae_sedis,Helotiaceae_sp,species,0.968,0.4077,UDB03302542,0.97059,0.97059,101.0
SRR9211237,591,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,0.9881,0.9881,83.0
SRR9211237,593,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02977561,1.0,1.0,105.0
SRR9211237,5953,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01648604,0.9764700000000001,0.9764700000000001,84.0
SRR9211237,6041,F,ITS2,,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,N/A,N/A,KU839100,0.4216682,0.91667,23.0
SRR9211237,6406,F,ITS2,Leccinum melaneum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_melaneum,species,0.983,0.4708,UDB019644,0.98936,0.98936,93.0
SRR9211237,6417,F,ITS2,Leccinum melaneum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_melaneum,species,0.983,0.4708,UDB019644,0.98936,0.98936,93.0
SRR9211237,699,F,ITS2,Helotiaceae sp,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helotiaceae_gen_Incertae_sedis,Helotiaceae_sp,species,0.968,0.4077,UDB03302542,0.98039,0.98039,101.0
SRR9211237,7292,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01648604,0.9647100000000001,0.9647100000000001,84.0
SRR9211237,7547,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,0.9881,0.9881,83.0
SRR9211237,8455,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,0.9718300000000001,0.9718300000000001,70.0
SRR9211237,8716,F,ITS2,Trechisporales sp,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Trechisporales_fam_Incertae_sedis,Trechisporales_gen_Incertae_sedis,Trechisporales_sp,species,0.7,0.9,UDB06367913,0.9868399999999999,0.9868399999999999,75.0
SRR9211237,9304,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,0.98592,0.98592,70.0
SRR9211238,1032,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9673900000000001,0.9673900000000001,91.0
SRR9211238,11062,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,1.0,1.0,89.0
SRR9211238,11093,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9782599999999999,0.9782599999999999,91.0
SRR9211238,11165,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9888899999999999,0.9888899999999999,89.0
SRR9211238,11229,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,1.0,1.0,89.0
SRR9211238,11350,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0233395,0.98246,0.98246,56.0
SRR9211238,11452,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9888899999999999,0.9888899999999999,89.0
SRR9211238,11853,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9888899999999999,0.9888899999999999,89.0
SRR9211238,11894,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9888899999999999,0.9888899999999999,89.0
SRR9211238,1205,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,1.0,1.0,83.0
SRR9211238,12393,F,ITS2,Russula sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp,species,0.7,0.7541,UDB06255602,0.96875,0.96875,63.0
SRR9211238,12663,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.96667,0.96667,89.0
SRR9211238,1273,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,1.0,1.0,89.0
SRR9211238,12845,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9888899999999999,0.9888899999999999,89.0
SRR9211238,12854,F,ITS2,Russula sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp,species,0.7,0.7541,UDB05658831,0.9782599999999999,0.9782599999999999,91.0
SRR9211238,13256,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9888899999999999,0.9888899999999999,89.0
SRR9211238,13278,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9673900000000001,0.9673900000000001,91.0
SRR9211238,21,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9782599999999999,0.9782599999999999,91.0
SRR9211238,2196,F,ITS2,,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,N/A,N/A,UDB02086039,0.4216682,0.91667,23.0
SRR9211238,2210,F,ITS2,Russula sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp,species,0.7,0.7541,UDB06006060,0.9901000000000001,0.9901000000000001,100.0
SRR9211238,2237,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9782599999999999,0.9782599999999999,91.0
SRR9211238,23,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,1.0,1.0,89.0
SRR9211238,2357,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02800150,0.9905700000000001,0.9905700000000001,105.0
SRR9211238,2417,F,ITS2,Hyaloscypha vraolstadiae,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha_vraolstadiae,species,0.7,0.8881,UDB03472166,1.0,1.0,77.0
SRR9211238,2534,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02895754,1.0,1.0,86.0
SRR9211238,2826,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB03012281,0.9905700000000001,0.9905700000000001,105.0
SRR9211238,2946,F,ITS2,Russula sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp,species,0.7,0.7541,UDB06006060,0.9901000000000001,0.9901000000000001,100.0
SRR9211238,3990,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,1.0,1.0,89.0
SRR9211238,4517,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,JQ347003,1.0,1.0,105.0
SRR9211238,4662,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,JQ347003,0.9905700000000001,0.9905700000000001,105.0
SRR9211238,4856,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0233395,0.9697,0.9697,65.0
SRR9211238,6319,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,0.9881,0.9881,83.0
SRR9211238,6512,F,ITS2,Russula cremicolor,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_cremicolor,species,0.7,0.7541,MN648955,0.97143,0.97143,69.0
SRR9211238,6534,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0167261,1.0,1.0,78.0
SRR9211238,7172,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9780200000000001,0.9780200000000001,90.0
SRR9211238,7765,F,ITS2,Russula cremicolor,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_cremicolor,species,0.7,0.7541,MN648955,0.9870099999999999,0.9870099999999999,76.0
SRR9211238,7822,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9888899999999999,0.9888899999999999,89.0
SRR9211238,7834,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,1.0,1.0,86.0
SRR9211238,8103,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0167261,0.98551,0.98551,68.0
SRR9211238,8382,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.95652,0.95652,91.0
SRR9211238,8613,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9782599999999999,0.9782599999999999,91.0
SRR9211238,9333,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0167261,0.98734,0.98734,78.0
SRR9211238,963,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9888899999999999,0.9888899999999999,89.0
SRR9211238,9639,F,ITS2,Russulaceae sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russulaceae_gen_Incertae_sedis,Russulaceae_sp,species,0.956,0.6239,UDB0362866,0.9782599999999999,0.9782599999999999,91.0
SRR9211238,k129_1,F,ITS2,Russula sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp,species,0.7,0.7541,UDB06006060,0.9814799999999999,0.9814799999999999,53.0
SRR9211239,1359,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB03008554,1.0,1.0,58.0
SRR9211239,18,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01658513,0.9647100000000001,0.9647100000000001,84.0
SRR9211239,2432,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01658577,0.9534900000000001,0.9534900000000001,84.0
SRR9211239,3248,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,0.9577500000000001,0.9577500000000001,70.0
SRR9211239,3543,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01658513,0.95294,0.95294,84.0
SRR9211239,3986,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01658513,0.9647100000000001,0.9647100000000001,84.0
SRR9211239,4299,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,0.95833,0.95833,71.0
SRR9211239,4499,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01658513,0.95294,0.95294,84.0
SRR9211239,5172,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,0.9444400000000001,0.9444400000000001,71.0
SRR9211239,6656,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01658513,0.9647100000000001,0.9647100000000001,84.0
SRR9211239,8370,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,1.0,1.0,70.0
SRR9211241,11317,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,0.98592,0.98592,70.0
SRR9211241,12999,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,0.9881,0.9881,83.0
SRR9211241,15437,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB03022479,1.0,1.0,53.0
SRR9211241,16050,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,1.0,1.0,70.0
SRR9211241,163,F,ITS2,Leccinum melaneum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_melaneum,species,0.983,0.4708,UDB019644,1.0,1.0,93.0
